State,District,Winner,Dem Votes,Rep Votes,Total Votes,Total Wasted,Dem Wasted,Rep Wasted,Eff Gap,Percentile,Adv Dem Wasted,Adv Rep Wasted,Adv Eff Gap,Adv Percentile
NORTH CAROLINA,12,DEMOCRAT,341457,0,341457,170728,170728,0,49.9999,,,,,
NORTH CAROLINA,13,REPUBLICAN,124684,267181,391865,195932,124684,71248,13.6363,,,,,
NORTH DAKOTA,0,REPUBLICAN,0,245229,245229,122614,0,122614,49.9998,,,,,
OHIO,1,REPUBLICAN,172022,199560,371582,185790,172022,13768,42.5893,,,,,
OHIO,2,REPUBLICAN,146781,230430,377211,188605,146781,41824,27.8245,,,,,
OHIO,3,DEMOCRAT,227420,93569,320989,160494,66925,93569,8.3006,,,,,
OHIO,4,REPUBLICAN,101897,235875,337772,168885,101897,66988,10.3351,,,,,
OHIO,5,REPUBLICAN,120962,257019,377981,188990,120962,68028,14.0044,,,,,
OHIO,6,REPUBLICAN,85661,249130,334791,167395,85661,81734,1.173,,,,,
OHIO,7,REPUBLICAN,102271,236607,338878,169438,102271,67167,10.3589,,,,,
OHIO,8,REPUBLICAN,110766,246277,357043,178521,110766,67755,12.0464,,,,,
OHIO,9,DEMOCRAT,190328,111385,301713,150856,39471,111385,23.8352,,,,,
OHIO,10,REPUBLICAN,151976,212972,364948,182473,151976,30497,33.2867,,,,,
OHIO,11,DEMOCRAT,242098,60323,302421,151210,90887,60323,10.1064,,,,,
OHIO,12,REPUBLICAN,182847,241790,424637,212318,182847,29471,36.1193,,,,,
OHIO,13,DEMOCRAT,173631,148648,322279,161139,12491,148648,42.2482,,,,,
OHIO,14,REPUBLICAN,158586,238864,397450,198724,158586,40138,29.802,,,,,
OHIO,15,REPUBLICAN,140183,243103,383286,191642,140183,51459,23.1482,,,,,
OHIO,16,REPUBLICAN,144071,247335,391406,195702,144071,51631,23.6174,,,,,
OKLAHOMA,1,REPUBLICAN,109641,213700,323341,161670,109641,52029,17.8177,,,,,
OKLAHOMA,2,REPUBLICAN,63472,216511,279983,139991,63472,76519,4.6599,,,,,
OKLAHOMA,3,REPUBLICAN,66501,242677,309178,154588,66501,88087,6.9817,,,,,
OKLAHOMA,4,REPUBLICAN,90459,213096,303555,151777,90459,61318,9.5999,,,,,
OKLAHOMA,5,REPUBLICAN,145658,158191,303849,151924,145658,6266,45.8754,,,,,
OREGON,1,DEMOCRAT,297071,161928,458999,229499,67571,161928,20.5571,,,,,
OREGON,2,REPUBLICAN,168881,273835,442716,221357,168881,52476,26.2934,,,,,
OREGON,3,DEMOCRAT,343574,110570,454144,227071,116501,110570,1.306,,,,,
OREGON,4,DEMOCRAT,240950,216081,457031,228515,12434,216081,44.5587,,,,,
OREGON,5,DEMOCRAT,234863,204372,439235,219617,15245,204372,43.0583,,,,,
PENNSYLVANIA,1,REPUBLICAN,191875,249804,441679,220839,191875,28964,36.8845,,,,,
PENNSYLVANIA,2,DEMOCRAT,198140,75022,273162,136580,61558,75022,4.9289,,,,,
PENNSYLVANIA,3,DEMOCRAT,341708,33671,375379,187689,154018,33671,32.0601,,,,,
PENNSYLVANIA,4,DEMOCRAT,264637,179926,444563,222281,42355,179926,30.9452,,,,,
PENNSYLVANIA,5,DEMOCRAT,255743,139552,395295,197647,58095,139552,20.6066,,,,,
PENNSYLVANIA,6,DEMOCRAT,226440,177526,403966,201982,24456,177526,37.8918,,,,,
PENNSYLVANIA,7,DEMOCRAT,195475,181407,376882,188440,7033,181407,46.2675,,,,,
PENNSYLVANIA,8,DEMOCRAT,178004,165783,343787,171893,6110,165783,46.4453,,,,,
PENNSYLVANIA,9,REPUBLICAN,118266,232988,351254,175626,118266,57360,17.3396,,,,,
PENNSYLVANIA,10,REPUBLICAN,182938,208896,391834,195916,182938,12978,43.3755,,,,,
PENNSYLVANIA,11,REPUBLICAN,141325,241915,383240,191619,141325,50294,23.753,,,,,
PENNSYLVANIA,12,REPUBLICAN,99199,241035,340234,170116,99199,70917,8.3125,,,,,
PENNSYLVANIA,13,REPUBLICAN,96612,267789,364401,182200,96612,85588,3.0252,,,,,
PENNSYLVANIA,14,REPUBLICAN,131895,241688,373583,186791,131895,54896,20.6109,,,,,
PENNSYLVANIA,15,REPUBLICAN,92156,255058,347214,173606,92156,81450,3.0834,,,,,
PENNSYLVANIA,16,REPUBLICAN,143962,210088,354050,177024,143962,33062,31.3233,,,,,
PENNSYLVANIA,17,DEMOCRAT,222253,212284,434537,217268,4984,212284,47.7059,,,,,
PENNSYLVANIA,18,DEMOCRAT,266084,118163,384247,192123,73960,118163,11.5038,,,,,
RHODE ISLAND,1,DEMOCRAT,158550,0,158550,79274,79274,0,49.9994,,,,,
RHODE ISLAND,2,DEMOCRAT,154086,109894,263980,131989,22095,109894,33.2597,,,,,
SOUTH CAROLINA,1,REPUBLICAN,210627,216042,426669,213334,210627,2707,48.731,,,,,
SOUTH CAROLINA,2,REPUBLICAN,155118,202715,357833,178916,155118,23798,36.6987,,,,,
SOUTH CAROLINA,3,REPUBLICAN,95712,237544,333256,166627,95712,70915,7.4408,,,,,
SOUTH CAROLINA,4,REPUBLICAN,133023,222126,355149,177574,133023,44551,24.9112,,,,,
SOUTH CAROLINA,5,REPUBLICAN,145979,220006,365985,182992,145979,37013,29.7734,,,,,
SOUTH CAROLINA,6,DEMOCRAT,197477,89258,286735,143367,54109,89258,12.2584,,,,,
SOUTH CAROLINA,7,REPUBLICAN,138863,224993,363856,181927,138863,43064,26.3288,,,,,
SOUTH DAKOTA,0,REPUBLICAN,0,321984,321984,160991,0,160991,49.9997,,,,,
TENNESSEE,1,REPUBLICAN,68617,228181,296798,148398,68617,79781,3.7615,,,,,
TENNESSEE,2,REPUBLICAN,109684,238907,348591,174295,109684,64611,12.9301,,,,,
TENNESSEE,3,REPUBLICAN,97687,215571,313258,156628,97687,58941,12.3687,,,,,
TENNESSEE,4,REPUBLICAN,111908,223802,335710,167854,111908,55946,16.6697,,,,,
TENNESSEE,5,DEMOCRAT,252155,0,252155,126077,126077,0,49.9998,,,,,
TENNESSEE,6,REPUBLICAN,83852,257572,341424,170711,83852,86859,0.8807,,,,,
TENNESSEE,7,REPUBLICAN,95839,245188,341027,170513,95839,74674,6.2063,,,,,
TENNESSEE,8,REPUBLICAN,97890,227216,325106,162552,97890,64662,10.2207,,,,,
TENNESSEE,9,DEMOCRAT,187905,48818,236723,118361,69543,48818,8.755,,,,,
TEXAS,1,REPUBLICAN,83016,219726,302742,151370,83016,68354,4.8431,,,,,
TEXAS,2,REPUBLICAN,148374,192828,341202,170600,148374,22226,36.9716,,,,,
TEXAS,3,REPUBLICAN,179458,230512,409970,204984,179458,25526,37.5471,,,,,
TEXAS,4,REPUBLICAN,76326,253837,330163,165081,76326,88755,3.7645,,,,,
TEXAS,5,REPUBLICAN,100743,173836,274579,137289,100743,36546,23.3802,,,,,
TEXAS,6,REPUBLICAN,149530,179507,329037,164518,149530,14988,40.8896,,,,,
TEXAS,7,DEMOCRAT,159529,149054,308583,154291,5237,149054,46.6056,,,,,
TEXAS,8,REPUBLICAN,97409,277327,374736,187367,97409,89958,1.9883,,,,,
TEXAS,9,DEMOCRAT,172938,49575,222513,111256,61681,49575,5.4406,,,,,
TEXAS,10,REPUBLICAN,187686,217216,404902,202450,187686,14764,42.7071,,,,,
TEXAS,11,REPUBLICAN,53394,232568,285962,142980,53394,89586,12.6562,,,,,
TEXAS,12,REPUBLICAN,121250,233853,355103,177551,121250,56301,18.2902,,,,,
TEXAS,13,REPUBLICAN,50477,217124,267601,133800,50477,83323,12.2742,,,,,
TEXAS,14,REPUBLICAN,118574,190541,309115,154557,118574,35983,26.7185,,,,,
TEXAS,15,DEMOCRAT,115605,109017,224622,112310,3293,109017,47.0675,,,,,
TEXAS,16,DEMOCRAT,154108,84006,238114,119056,35050,84006,20.5599,,,,,
TEXAS,17,REPUBLICAN,125565,171390,296955,148477,125565,22912,34.5685,,,,,
TEXAS,18,DEMOCRAT,180952,58033,238985,119492,61459,58033,1.4336,,,,,
TEXAS,19,REPUBLICAN,60583,198198,258781,129390,60583,68807,3.178,,,,,
TEXAS,20,DEMOCRAT,175078,89628,264706,132352,42724,89628,17.7193,,,,,
TEXAS,21,REPUBLICAN,205780,235740,441520,220759,205780,14979,43.2146,,,,,
TEXAS,22,REPUBLICAN,181998,210259,392257,196128,181998,14130,42.7954,,,,,
TEXAS,23,REPUBLICAN,137693,149395,287088,143543,137693,5850,45.9242,,,,,
TEXAS,24,REPUBLICAN,163326,167910,331236,165617,163326,2291,48.6164,,,,,
TEXAS,25,REPUBLICAN,165697,220088,385785,192892,165697,27195,35.9013,,,,,
TEXAS,26,REPUBLICAN,161009,261963,422972,211485,161009,50476,26.1325,,,,,
TEXAS,27,REPUBLICAN,95466,172305,267771,133885,95466,38419,21.3044,,,,,
TEXAS,28,DEMOCRAT,137494,91925,229419,114709,22784,91925,30.1374,,,,,
TEXAS,29,DEMOCRAT,111305,42840,154145,77072,34232,42840,5.5844,,,,,
TEXAS,30,DEMOCRAT,204928,48685,253613,126806,78121,48685,11.6067,,,,,
TEXAS,31,REPUBLICAN,176293,212695,388988,194493,176293,18200,40.6421,,,,,
TEXAS,32,DEMOCRAT,178542,157867,336409,168204,10337,157867,43.8544,,,,,
TEXAS,33,DEMOCRAT,105317,39638,144955,72477,32839,39638,4.6904,,,,,
TEXAS,34,DEMOCRAT,111439,84119,195558,97778,13659,84119,36.0302,,,,,
TEXAS,35,DEMOCRAT,176373,80795,257168,128583,47788,80795,12.8348,,,,,
TEXAS,36,REPUBLICAN,73418,222712,296130,148064,73418,74646,0.4147,,,,,
UTAH,1,REPUBLICAN,104194,237988,342182,171090,104194,66896,10.9,,,,,
UTAH,2,REPUBLICAN,129762,208997,338759,169379,129762,39617,26.6104,,,,,
UTAH,3,REPUBLICAN,96067,246674,342741,171370,96067,75303,6.0582,,,,,
UTAH,4,REPUBLICAN,175923,179688,355611,177805,175923,1882,48.9414,,,,,
VERMONT,0,DEMOCRAT,238827,95830,334657,167328,71498,95830,7.2707,,,,,
VIRGINIA,1,REPUBLICAN,186923,260614,447537,223768,186923,36845,33.5342,,,,,
VIRGINIA,2,DEMOCRAT,185733,165031,350764,175381,10350,165031,44.0983,,,,,
VIRGINIA,3,DEMOCRAT,233326,107299,340625,170312,63013,107299,13.0014,,,,,
VIRGINIA,4,DEMOCRAT,241142,149625,390767,195383,45758,149625,26.5803,,,,,
VIRGINIA,5,REPUBLICAN,190315,210988,401303,200651,190315,10336,44.8487,,,,,
VIRGINIA,6,REPUBLICAN,134729,246606,381335,190667,134729,55938,20.6619,,,,,
VIRGINIA,7,DEMOCRAT,230893,222623,453516,226757,4134,222623,48.1767,,,,,
VIRGINIA,8,DEMOCRAT,301454,95365,396819,198409,103044,95365,1.9351,,,,,
VIRGINIA,9,REPUBLICAN,0,271851,271851,135925,0,135925,49.9998,,,,,
VIRGINIA,10,DEMOCRAT,268734,206253,474987,237493,31240,206253,36.8459,,,,,
VIRGINIA,11,DEMOCRAT,280725,111380,392105,196052,84672,111380,6.8114,,,,,
WASHINGTON,1,DEMOCRAT,249944,176407,426351,213175,36768,176407,32.7521,,,,,
WASHINGTON,2,DEMOCRAT,255252,148384,403636,201817,53433,148384,23.5239,,,,,
WASHINGTON,3,REPUBLICAN,181347,235579,416926,208462,181347,27115,36.9927,,,,,
WASHINGTON,4,REPUBLICAN,102667,202108,304775,152387,102667,49720,17.3725,,,,,
WASHINGTON,5,REPUBLICAN,155737,247815,403552,201775,155737,46038,27.1834,,,,,
WASHINGTON,6,DEMOCRAT,247429,168783,416212,208105,39322,168783,31.1046,,,,,
WASHINGTON,7,DEMOCRAT,387109,78240,465349,232674,154434,78240,16.3735,,,,,
WASHINGTON,8,DEMOCRAT,213123,198423,411546,205772,7349,198423,46.4283,,,,,
WASHINGTON,9,DEMOCRAT,258771,89697,348468,174233,84536,89697,1.4811,,,,,
WASHINGTON,10,DEMOCRAT,167937,0,167937,83968,83968,0,49.9997,,,,,
WEST VIRGINIA,1,REPUBLICAN,81177,180488,261665,130832,81177,49655,12.0467,,,,,
WEST VIRGINIA,2,REPUBLICAN,100799,172195,272994,136496,100799,35697,23.8474,,,,,
WEST VIRGINIA,3,REPUBLICAN,64927,161585,226512,113255,64927,48328,7.3281,,,,,
WISCONSIN,1,REPUBLICAN,163170,238271,401441,200720,163170,37550,31.2923,,,,,
WISCONSIN,2,DEMOCRAT,318523,138306,456829,228414,90108,138306,10.5506,,,,,
WISCONSIN,3,DEMOCRAT,199870,189524,389394,194696,5172,189524,47.3433,,,,,
WISCONSIN,4,DEMOCRAT,232668,70769,303437,151718,80949,70769,3.3549,,,,,
WISCONSIN,5,REPUBLICAN,175902,265434,441336,220667,175902,44765,29.7136,,,,,
WISCONSIN,6,REPUBLICAN,164239,238874,403113,201556,164239,37317,31.4855,,,,,
WISCONSIN,7,REPUBLICAN,162741,252048,414789,207394,162741,44653,28.4694,,,,,
WISCONSIN,8,REPUBLICAN,149558,268173,417731,208865,149558,59307,21.6051,,,,,
WYOMING,0,REPUBLICAN,66576,185732,252308,126153,66576,59577,2.774,,,,,
